Région;Pays-1;Années;Population;Granularité
Africa;Eritrea;2003;1296,606;Male
Africa;Eritrea;2003;1304,366;Female
Africa;Eritrea;2003;2645,064;Rural
Africa;Eritrea;2003;1093,201;Urban
Africa;Eritrea;2004;2719,803;Total
Africa;Eritrea;2004;1356,484;Male
Africa;Eritrea;2004;1363,325;Female
Africa;Eritrea;2004;2694,69;Rural
Africa;Eritrea;2004;1163,933;Urban
Africa;Eritrea;2005;2826,659;Total
Africa;Eritrea;2005;1410,329;Male
Africa;Eritrea;2005;1416,324;Female
Africa;Eritrea;2005;2734,684;Rural
Africa;Eritrea;2005;1234,323;Urban
Africa;Eritrea;2006;2918,205;Total
Africa;Eritrea;2006;1456,46;Male
Africa;Eritrea;2006;1461,749;Female
Africa;Eritrea;2006;2763,263;Rural
Africa;Eritrea;2006;1303,385;Urban
Africa;Eritrea;2007;2996,536;Total
Africa;Eritrea;2007;1495,914;Male
Africa;Eritrea;2007;1500,626;Female
Africa;Eritrea;2007;2782,012;Rural
Africa;Eritrea;2007;1371,32;Urban
Africa;Eritrea;2008;3062,779;Total
Africa;Eritrea;2008;1529,322;Male
Africa;Eritrea;2008;1533,46;Female
Africa;Eritrea;2008;2793,54;Rural
Africa;Eritrea;2008;1439,096;Urban
Africa;Eritrea;2009;3119,92;Total
Africa;Eritrea;2009;1558,278;Male
Africa;Eritrea;2009;1561,642;Female
Africa;Eritrea;2009;2819,613;Rural
Africa;Eritrea;2009;1490,721;Urban
Africa;Eritrea;2010;3170,435;Total
Africa;Eritrea;2010;1584,072;Male
Africa;Eritrea;2010;1586,365;Female
Africa;Eritrea;2010;2846,355;Rural
Africa;Eritrea;2010;1544,485;Urban
Africa;Eritrea;2011;3213,972;Total
Africa;Eritrea;2011;1606,564;Male
Africa;Eritrea;2011;1607,405;Female
Africa;Eritrea;2011;2874,045;Rural
Africa;Eritrea;2011;1600,645;Urban
Africa;Eritrea;2012;3250,1;Total
Africa;Eritrea;2012;1625,505;Male
Africa;Eritrea;2012;1624,599;Female
Africa;Eritrea;2012;2902,04;Rural
Africa;Eritrea;2012;1658,937;Urban
Africa;Eritrea;2013;3281,449;Total
Africa;Eritrea;2013;1642,103;Male
Africa;Eritrea;2013;1639,35;Female
Africa;Eritrea;2013;2931,111;Rural
Africa;Eritrea;2013;1719,887;Urban
Africa;Eritrea;2014;3311,449;Total
Africa;Eritrea;2014;1657,953;Male
Africa;Eritrea;2014;1653,491;Female
Africa;Eritrea;2014;2961,994;Rural
Africa;Eritrea;2014;1784,051;Urban
Africa;Eritrea;2015;3342,818;Total
Africa;Eritrea;2015;1674,33;Male
Africa;Eritrea;2015;1668,488;Female
Africa;Eritrea;2015;2995,125;Rural
Africa;Eritrea;2015;1851,851;Urban
Africa;Eritrea;2016;3376,557;Total
Africa;Eritrea;2016;1691,699;Male
Africa;Eritrea;2016;1684,859;Female
Africa;Eritrea;2016;3030,917;Rural
Africa;Eritrea;2016;1923,728;Urban
Africa;Eritrea;2017;3412,893;Total
Africa;Eritrea;2017;1710,203;Male
Africa;Eritrea;2017;1702,691;Female
Africa;Eritrea;2017;3069,11;Rural
Africa;Eritrea;2017;1999,721;Urban
Africa;Eritrea;2018;3452,786;Total
Africa;Eritrea;2018;1730,376;Male
Africa;Eritrea;2018;1722,421;Female
Africa;Eritrea;2018;3108,634;Rural
Africa;Eritrea;2018;2079,314;Urban
Europe;Estonia;2000;1399,112;Total
Europe;Estonia;2000;652,559;Male
Europe;Estonia;2000;746,552;Female
Europe;Estonia;2000;428,571;Rural
Europe;Estonia;2000;970,541;Urban
Europe;Estonia;2001;1391,73;Total
Europe;Estonia;2001;649,228;Male
Europe;Estonia;2001;742,511;Female
Europe;Estonia;2001;428,064;Rural
Europe;Estonia;2001;963,665;Urban
Europe;Estonia;2002;1382,732;Total
Europe;Estonia;2002;644,577;Male
Europe;Estonia;2002;738,16;Female
Europe;Estonia;2002;427,045;Rural
Europe;Estonia;2002;955,687;Urban
Europe;Estonia;2003;1372,909;Total
Europe;Estonia;2003;639,222;Male
Europe;Estonia;2003;733,682;Female
Europe;Estonia;2003;425,752;Rural
Europe;Estonia;2003;947,157;Urban
Europe;Estonia;2004;1363,565;Total
Europe;Estonia;2004;634,124;Male
Europe;Estonia;2004;729,446;Female
Europe;Estonia;2004;424,589;Rural
Europe;Estonia;2004;938,976;Urban
Europe;Estonia;2005;1355,648;Total
Europe;Estonia;2005;629,986;Male
Europe;Estonia;2005;725,664;Female
Europe;Estonia;2005;423,848;Rural
Europe;Estonia;2005;931,8;Urban
Europe;Estonia;2006;1349,363;Total
Europe;Estonia;2006;626,964;Male
Europe;Estonia;2006;722,409;Female
Europe;Estonia;2006;423,584;Rural
Europe;Estonia;2006;925,713;Urban
Europe;Estonia;2007;1344,296;Total
Europe;Estonia;2007;624,789;Male
Europe;Estonia;2007;719,506;Female
Europe;Estonia;2007;423,663;Rural
Europe;Estonia;2007;920,409;Urban
Europe;Estonia;2008;1340,073;Total
Europe;Estonia;2008;623,208;Male
Europe;Estonia;2008;716,859;Female
Europe;Estonia;2008;424,008;Rural
Europe;Estonia;2008;915,704;Urban
Europe;Estonia;2009;1336,135;Total
Europe;Estonia;2009;621,824;Male
Europe;Estonia;2009;714,316;Female
Europe;Estonia;2009;424,493;Rural
Europe;Estonia;2009;911,337;Urban
Europe;Estonia;2010;1332,101;Total
Europe;Estonia;2010;620,356;Male
Europe;Estonia;2010;711,747;Female
Europe;Estonia;2010;425,023;Rural
Europe;Estonia;2010;907,079;Urban
Europe;Estonia;2011;1327,709;Total
Europe;Estonia;2011;618,644;Male
Europe;Estonia;2011;709,057;Female
Europe;Estonia;2011;425,571;Rural
Europe;Estonia;2011;902,878;Urban
Europe;Estonia;2012;1323,159;Total
Europe;Estonia;2012;616,842;Male
Europe;Estonia;2012;706,321;Female
Europe;Estonia;2012;424,323;Rural
Europe;Estonia;2012;900,611;Urban
Europe;Estonia;2013;1319,062;Total
Europe;Estonia;2013;615,34;Male
Europe;Estonia;2013;703,728;Female
Europe;Estonia;2013;421,292;Rural
Europe;Estonia;2013;900,268;Urban
Europe;Estonia;2014;1316,277;Total
Europe;Estonia;2014;614,678;Male
Europe;Estonia;2014;701,595;Female
Europe;Estonia;2014;418,329;Rural
Europe;Estonia;2014;900,03;Urban
Europe;Estonia;2015;1315,325;Total
Europe;Estonia;2015;615,225;Male
Europe;Estonia;2015;700,105;Female
Europe;Estonia;2015;415,431;Rural
Europe;Estonia;2015;899,89;Urban
Europe;Estonia;2016;1316,51;Total
Europe;Estonia;2016;617,146;Male
Europe;Estonia;2016;699,361;Female
Europe;Estonia;2016;412,594;Rural
Europe;Estonia;2016;899,848;Urban
Europe;Estonia;2017;1319,39;Total
Europe;Estonia;2017;620,172;Male
Europe;Estonia;2017;699,217;Female
Europe;Estonia;2017;409,687;Rural
Europe;Estonia;2017;899,945;Urban
Europe;Estonia;2018;1322,92;Total
Europe;Estonia;2018;623,642;Male
Europe;Estonia;2018;699,271;Female
Europe;Estonia;2018;406,671;Rural
Europe;Estonia;2018;900,117;Urban
Africa;Eswatini;2000;1005,435;Total
Africa;Eswatini;2000;483,483;Male
Africa;Eswatini;2000;521,949;Female
Africa;Eswatini;2000;820,663;Rural
Africa;Eswatini;2000;240,805;Urban
Africa;Eswatini;2001;1013,609;Total
Africa;Eswatini;2001;486,799;Male
Africa;Eswatini;2001;526,809;Female
Africa;Eswatini;2001;830,923;Rural
Africa;Eswatini;2001;242,004;Urban
Africa;Eswatini;2002;1019,059;Total
Africa;Eswatini;2002;488,284;Male
Africa;Eswatini;2002;530,77;Female
Africa;Eswatini;2002;838,528;Rural
Africa;Eswatini;2002;242,402;Urban
Africa;Eswatini;2003;1022,802;Total
Africa;Eswatini;2003;488,594;Male
Africa;Eswatini;2003;534,202;Female
Africa;Eswatini;2003;844,95;Rural
Africa;Eswatini;2003;242,442;Urban
Africa;Eswatini;2004;1026,286;Total
Africa;Eswatini;2004;488,676;Male
Africa;Eswatini;2004;537,611;Female
Africa;Eswatini;2004;852,319;Rural
Africa;Eswatini;2004;242,734;Urban
Africa;Eswatini;2005;1030,579;Total
Africa;Eswatini;2005;489,231;Male
Africa;Eswatini;2005;541,344;Female
Africa;Eswatini;2005;862,16;Rural
Africa;Eswatini;2005;243,713;Urban
Africa;Eswatini;2006;1036,092;Total
Africa;Eswatini;2006;490,496;Male
Africa;Eswatini;2006;545,599;Female
Africa;Eswatini;2006;875,009;Rural
Africa;Eswatini;2006;245,505;Urban
Africa;Eswatini;2007;1042,652;Total
Africa;Eswatini;2007;492,38;Male
Africa;Eswatini;2007;550,271;Female
Africa;Eswatini;2007;889,921;Rural
Africa;Eswatini;2007;248,513;Urban
Africa;Eswatini;2008;1049,945;Total
Africa;Eswatini;2008;494,964;Male
Africa;Eswatini;2008;554,984;Female
Africa;Eswatini;2008;903,417;Rural
Africa;Eswatini;2008;255,48;Urban
Africa;Eswatini;2009;1057,467;Total
Africa;Eswatini;2009;498,233;Male
Africa;Eswatini;2009;559,229;Female
Africa;Eswatini;2009;917,837;Rural
Africa;Eswatini;2009;262,838;Urban
Africa;Eswatini;2010;1064,837;Total
Africa;Eswatini;2010;502,186;Male
Africa;Eswatini;2010;562,655;Female
Africa;Eswatini;2010;932,443;Rural
Africa;Eswatini;2010;270,4;Urban
Africa;Eswatini;2011;1072,033;Total
Africa;Eswatini;2011;506,888;Male
Africa;Eswatini;2011;565,141;Female
Africa;Eswatini;2011;947,124;Rural
Africa;Eswatini;2011;278,134;Urban
Africa;Eswatini;2012;1079,288;Total
Africa;Eswatini;2012;512,379;Male
Africa;Eswatini;2012;566,906;Female
Africa;Eswatini;2012;962,964;Rural
Africa;Eswatini;2012;285,194;Urban
Africa;Eswatini;2013;1086,843;Total
Africa;Eswatini;2013;518,539;Male
Africa;Eswatini;2013;568,304;Female
Africa;Eswatini;2013;979,039;Rural
Africa;Eswatini;2013;292,417;Urban
Africa;Eswatini;2014;1095,019;Total
Africa;Eswatini;2014;525,208;Male
Africa;Eswatini;2014;569,814;Female
Africa;Eswatini;2014;995,295;Rural
Africa;Eswatini;2014;299,802;Urban
Africa;Eswatini;2015;1104,044;Total
Africa;Eswatini;2015;532,23;Male
Africa;Eswatini;2015;571,808;Female
Africa;Eswatini;2015;1011,681;Rural
Africa;Eswatini;2015;307,33;Urban
Africa;Eswatini;2016;1113,997;Total
Africa;Eswatini;2016;539,597;Male
Africa;Eswatini;2016;574,397;Female
Africa;Eswatini;2016;1028,023;Rural
Africa;Eswatini;2016;315,075;Urban
Africa;Eswatini;2017;1124,805;Total
Africa;Eswatini;2017;547,278;Male
Africa;Eswatini;2017;577,53;Female
Africa;Eswatini;2017;1044,238;Rural
Africa;Eswatini;2017;323,016;Urban
Africa;Eswatini;2018;1136,281;Total
Africa;Eswatini;2018;555,082;Male
Africa;Eswatini;2018;581,192;Female
Africa;Eswatini;2018;1060,246;Rural
Africa;Eswatini;2018;331,139;Urban
Africa;Ethiopia;2000;66224,804;Total
Africa;Ethiopia;2000;33019,427;Male
Africa;Ethiopia;2000;33205,382;Female
Africa;Ethiopia;2000;56730,042;Rural
Africa;Ethiopia;2000;9807,289;Urban
Africa;Ethiopia;2001;68159,423;Total
Africa;Ethiopia;2001;33985,254;Male
Africa;Ethiopia;2001;34174,168;Female
Africa;Ethiopia;2001;58268,076;Rural
Africa;Ethiopia;2001;10224,181;Urban
Africa;Ethiopia;2002;70142,091;Total
Africa;Ethiopia;2002;34975,362;Male
Africa;Ethiopia;2002;35166,728;Female
Africa;Ethiopia;2002;59839,634;Rural
Africa;Ethiopia;2002;10657,558;Urban
Africa;Ethiopia;2003;72170,584;Total
Africa;Ethiopia;2003;35988,523;Male
Africa;Ethiopia;2003;36182,058;Female
Africa;Ethiopia;2003;61438,556;Rural
Africa;Ethiopia;2003;11106,588;Urban
Africa;Ethiopia;2004;74239,505;Total
Africa;Ethiopia;2004;37021,854;Male
Africa;Ethiopia;2004;37217,654;Female
Africa;Ethiopia;2004;63054,369;Rural
Africa;Ethiopia;2004;11570,036;Urban
Africa;Ethiopia;2005;76346,311;Total
Africa;Ethiopia;2005;38074,078;Male
Africa;Ethiopia;2005;38272,232;Female
Africa;Ethiopia;2005;64680,71;Rural
Africa;Ethiopia;2005;12046,373;Urban
Africa;Ethiopia;2006;78489,206;Total
Africa;Ethiopia;2006;39143,932;Male
Africa;Ethiopia;2006;39345,273;Female
Africa;Ethiopia;2006;66314,612;Rural
Africa;Ethiopia;2006;12536,077;Urban
Africa;Ethiopia;2007;80674,348;Total
Africa;Ethiopia;2007;40234,804;Male
Africa;Ethiopia;2007;40439,539;Female
Africa;Ethiopia;2007;67946,189;Rural
Africa;Ethiopia;2007;13054,22;Urban
Africa;Ethiopia;2008;82916,235;Total
Africa;Ethiopia;2008;41355,377;Male
Africa;Ethiopia;2008;41560,859;Female
Africa;Ethiopia;2008;69451,069;Rural
Africa;Ethiopia;2008;13733,823;Urban
Africa;Ethiopia;2009;85233,913;Total
Africa;Ethiopia;2009;42517,094;Male
Africa;Ethiopia;2009;42716,829;Female
Africa;Ethiopia;2009;70972,092;Rural
Africa;Ethiopia;2009;14444,161;Urban
Africa;Ethiopia;2010;87639,964;Total
Africa;Ethiopia;2010;43727,479;Male
Africa;Ethiopia;2010;43912,483;Female
Africa;Ethiopia;2010;72513,53;Rural
Africa;Ethiopia;2010;15189,14;Urban
Africa;Ethiopia;2011;90139,929;Total
Africa;Ethiopia;2011;44989,927;Male
Africa;Ethiopia;2011;45150,001;Female
Africa;Ethiopia;2011;74076,738;Rural
Africa;Ethiopia;2011;15970,018;Urban
Africa;Ethiopia;2012;92726,985;Total
Africa;Ethiopia;2012;46300,213;Male
Africa;Ethiopia;2012;46426,769;Female
Africa;Ethiopia;2012;75656,319;Rural
Africa;Ethiopia;2012;16787,864;Urban
Africa;Ethiopia;2013;95385,798;Total
Africa;Ethiopia;2013;47648,725;Male
Africa;Ethiopia;2013;47737,068;Female
Africa;Ethiopia;2013;77262,426;Rural
Africa;Ethiopia;2013;17625,298;Urban
Africa;Ethiopia;2014;98094,265;Total
Africa;Ethiopia;2014;49021,687;Male
Africa;Ethiopia;2014;49072,577;Female
Africa;Ethiopia;2014;78869,363;Rural
Africa;Ethiopia;2014;18497,411;Urban
Africa;Ethiopia;2015;100835,458;Total
Africa;Ethiopia;2015;50408,589;Male
Africa;Ethiopia;2015;50426,864;Female
Africa;Ethiopia;2015;80469,946;Rural
Africa;Ethiopia;2015;19403,087;Urban
Africa;Ethiopia;2016;103603,462;Total
Africa;Ethiopia;2016;51805,857;Male
Africa;Ethiopia;2016;51797,604;Female
Africa;Ethiopia;2016;82059,981;Rural
Africa;Ethiopia;2016;20343,215;Urban
Africa;Ethiopia;2017;106399,924;Total
Africa;Ethiopia;2017;53214,725;Male
Africa;Ethiopia;2017;53185,201;Female
Africa;Ethiopia;2017;83640,582;Rural
Africa;Ethiopia;2017;21316,856;Urban
Africa;Ethiopia;2018;109224,414;Total
Africa;Ethiopia;2018;54635,264;Male
Africa;Ethiopia;2018;54589,146;Female
Africa;Ethiopia;2018;85207,113;Rural
Africa;Ethiopia;2018;22327,769;Urban
;;2000;2,892;Total
;;2000;0,934;Rural
;;2000;1,948;Urban
;;2001;2,931;Total
;;2001;0,923;Rural
;;2001;2,001;Urban
;;2002;2,947;Total
;;2002;0,913;Rural
;;2002;2,034;Urban
;;2003;2,957;Total
;;2003;0,896;Rural
;;2003;2,055;Urban
;;2004;2,949;Total
;;2004;0,879;Rural
;;2004;2,075;Urban
;;2005;2,935;Total
;;2005;0,857;Rural
;;2005;2,082;Urban
;;2006;2,934;Total
;;2006;0,835;Rural
;;2006;2,086;Urban
;;2007;2,937;Total
;;2007;0,814;Rural
;;2007;2,093;Urban
;;2008;2,932;Total
;;2008;0,792;Rural
;;2008;2,093;Urban
;;2009;2,917;Total
;;2009;0,771;Rural
;;2009;2,096;Urban
;;2010;2,901;Total
;;2010;0,751;Rural
;;2010;2,101;Urban
;;2011;2,873;Total
;;2011;0,737;Rural
;;2011;2,119;Urban
;;2012;2,823;Total
;;2012;0,722;Rural
;;2012;2,136;Urban
;;2013;2,794;Total
;;2013;0,71;Rural
;;2013;2,16;Urban
;;2014;2,792;Total
;;2014;0,699;Rural
;;2014;2,188;Urban
;;2015;2,834;Total
;;2015;0,688;Rural
;;2015;2,21;Urban
;;2016;2,928;Total
;;2016;0,677;Rural
;;2016;2,233;Urban
;;2017;3,068;Total
;;2017;0,663;Rural
;;2017;2,247;Urban
;;2018;3,234;Total
;;2018;0,653;Rural
;;2018;2,269;Urban
;;2000;46,735;Total
;;2000;30,086;Rural
;;2000;17,172;Urban
;;2001;46,997;Total
;;2001;29,858;Rural
;;2001;17,668;Urban
;;2002;47,233;Total
;;2002;29,606;Rural
;;2002;18,163;Urban
;;2003;47,432;Total
;;2003;29,401;Rural
;;2003;18,573;Urban
;;2004;47,6;Total
;;2004;29,248;Rural
;;2004;18,895;Urban
;;2005;47,722;Total
;;2005;29,077;Rural
;;2005;19,208;Urban
;;2006;47,792;Total
;;2006;28,959;Rural
;;2006;19,424;Urban
;;2007;47,825;Total
;;2007;28,904;Rural
;;2007;19,544;Urban
;;2008;47,82;Total
;;2008;28,831;Rural
;;2008;19,654;Urban
;;2009;47,808;Total
;;2009;28,756;Rural
;;2009;19,761;Urban
;;2010;47,814;Total
;;2010;28,68;Rural
;;2010;19,87;Urban
;;2011;47,823;Total
;;2011;28,636;Rural
;;2011;19,972;Urban
;;2012;47,843;Total
;;2012;28,603;Rural
;;2012;20,063;Urban
;;2013;47,892;Total
;;2013;28,584;Rural
;;2013;20,163;Urban
;;2014;47,96;Total
;;2014;28,572;Rural
;;2014;20,27;Urban
;;2015;48,051;Total
;;2015;28,577;Rural
;;2015;20,388;Urban
;;2016;48,173;Total
;;2016;28,598;Rural
;;2016;20,519;Urban
;;2017;48,331;Total
;;2017;28,63;Rural
;;2017;20,66;Urban
;;2018;48,497;Total
;;2018;28,672;Rural
;;2018;20,817;Urban
Western Pacific;Fiji;2000;811,006;Total
Western Pacific;Fiji;2000;411,976;Male
Western Pacific;Fiji;2000;399,035;Female
Western Pacific;Fiji;2000;422,583;Rural
Western Pacific;Fiji;2000;388,64;Urban
Western Pacific;Fiji;2001;813,925;Total
Western Pacific;Fiji;2001;413,675;Male
Western Pacific;Fiji;2001;400,248;Female
Western Pacific;Fiji;2001;420,952;Rural
Western Pacific;Fiji;2001;393,266;Urban
Western Pacific;Fiji;2002;815,257;Total
Western Pacific;Fiji;2002;414,677;Male
Western Pacific;Fiji;2002;400,58;Female
Western Pacific;Fiji;2002;418,511;Rural
Western Pacific;Fiji;2002;397,18;Urban
Western Pacific;Fiji;2003;816,076;Total
Western Pacific;Fiji;2003;415,48;Male
Western Pacific;Fiji;2003;400,598;Female
Western Pacific;Fiji;2003;415,784;Rural
Western Pacific;Fiji;2003;400,844;Urban
Western Pacific;Fiji;2004;817,86;Total
Western Pacific;Fiji;2004;416,77;Male
Western Pacific;Fiji;2004;401,094;Female
Western Pacific;Fiji;2004;413,443;Rural
Western Pacific;Fiji;2004;404,911;Urban
Western Pacific;Fiji;2005;821,604;Total
Western Pacific;Fiji;2005;419,008;Male
Western Pacific;Fiji;2005;402,598;Female
Western Pacific;Fiji;2005;411,967;Rural
Western Pacific;Fiji;2005;409,85;Urban
Western Pacific;Fiji;2006;827,87;Total
Western Pacific;Fiji;2006;422,455;Male
Western Pacific;Fiji;2006;405,414;Female
Western Pacific;Fiji;2006;411,52;Rural
Western Pacific;Fiji;2006;415,891;Urban
Western Pacific;Fiji;2007;836,19;Total
Western Pacific;Fiji;2007;426,903;Male
Western Pacific;Fiji;2007;409,282;Female
Western Pacific;Fiji;2007;411,92;Rural
Western Pacific;Fiji;2007;422,892;Urban
Western Pacific;Fiji;2008;845,361;Total
Western Pacific;Fiji;2008;431,69;Male
Western Pacific;Fiji;2008;413,666;Female
Western Pacific;Fiji;2008;412,007;Rural
Western Pacific;Fiji;2008;431,333;Urban
Western Pacific;Fiji;2009;853,637;Total
Western Pacific;Fiji;2009;435,917;Male
Western Pacific;Fiji;2009;417,719;Female
Western Pacific;Fiji;2009;411,856;Rural
Western Pacific;Fiji;2009;440,111;Urban
Western Pacific;Fiji;2010;859,818;Total
Western Pacific;Fiji;2010;438,943;Male
Western Pacific;Fiji;2010;420,873;Female
Western Pacific;Fiji;2010;411,306;Rural
Western Pacific;Fiji;2010;448,644;Urban
Western Pacific;Fiji;2011;863,449;Total
Western Pacific;Fiji;2011;440,532;Male
Western Pacific;Fiji;2011;422,919;Female
Western Pacific;Fiji;2011;410,276;Rural
Western Pacific;Fiji;2011;456,81;Urban
Western Pacific;Fiji;2012;865,069;Total
Western Pacific;Fiji;2012;440,958;Male
Western Pacific;Fiji;2012;424,107;Female
Western Pacific;Fiji;2012;408,88;Rural
Western Pacific;Fiji;2012;464,716;Urban
Western Pacific;Fiji;2013;865,608;Total
Western Pacific;Fiji;2013;440,759;Male
Western Pacific;Fiji;2013;424,843;Female
Western Pacific;Fiji;2013;407,254;Rural
Western Pacific;Fiji;2013;472,461;Urban
Western Pacific;Fiji;2014;866,453;Total
Western Pacific;Fiji;2014;440,707;Male
Western Pacific;Fiji;2014;425,74;Female
Western Pacific;Fiji;2014;405,553;Rural
Western Pacific;Fiji;2014;480,253;Urban
Western Pacific;Fiji;2015;868,627;Total
Western Pacific;Fiji;2015;441,372;Male
Western Pacific;Fiji;2015;427,26;Female
Western Pacific;Fiji;2015;403,912;Rural
Western Pacific;Fiji;2015;488,237;Urban
Western Pacific;Fiji;2016;872,399;Total
Western Pacific;Fiji;2016;442,913;Male
Western Pacific;Fiji;2016;429,493;Female
Western Pacific;Fiji;2016;402,329;Rural
Western Pacific;Fiji;2016;496,431;Urban
Western Pacific;Fiji;2017;877,459;Total
Western Pacific;Fiji;2017;445,15;Male
Western Pacific;Fiji;2017;432,31;Female
Western Pacific;Fiji;2017;400,76;Rural
Western Pacific;Fiji;2017;504,742;Urban
Western Pacific;Fiji;2018;883,483;Total
Western Pacific;Fiji;2018;447,925;Male
Western Pacific;Fiji;2018;435,565;Female
Western Pacific;Fiji;2018;399,125;Rural
Western Pacific;Fiji;2018;513,116;Urban
Europe;Finland;2000;5187,954;Total
Europe;Finland;2000;2532,578;Male
Europe;Finland;2000;2655,375;Female
Europe;Finland;2000;924,351;Rural
Europe;Finland;2000;4263,603;Urban
Europe;Finland;2001;5200,477;Total
Europe;Finland;2001;2539,987;Male
Europe;Finland;2001;2660,488;Female
Europe;Finland;2001;916,956;Rural
Europe;Finland;2001;4283,523;Urban
Europe;Finland;2002;5213,366;Total
Europe;Finland;2002;2547,616;Male
Europe;Finland;2002;2665,752;Female
Europe;Finland;2002;912,167;Rural
Europe;Finland;2002;4301,206;Urban
Europe;Finland;2003;5227,093;Total
Europe;Finland;2003;2555,695;Male
Europe;Finland;2003;2671,411;Female
Europe;Finland;2003;907,532;Rural
Europe;Finland;2003;4319,571;Urban
Europe;Finland;2004;5242,17;Total
Europe;Finland;2004;2564,439;Male
Europe;Finland;2004;2677,736;Female
Europe;Finland;2004;903,126;Rural
Europe;Finland;2004;4339,059;Urban
Europe;Finland;2005;5258,927;Total
Europe;Finland;2005;2574,006;Male
Europe;Finland;2005;2684,927;Female
Europe;Finland;2005;899,025;Rural
Europe;Finland;2005;4359,902;Urban
Europe;Finland;2006;5277,491;Total
Europe;Finland;2006;2584,452;Male
Europe;Finland;2006;2693,038;Female
Europe;Finland;2006;895,236;Rural
Europe;Finland;2006;4382,334;Urban
Europe;Finland;2007;5297,739;Total
Europe;Finland;2007;2595,722;Male
Europe;Finland;2007;2702,019;Female
Europe;Finland;2007;891,744;Rural
Europe;Finland;2007;4406,27;Urban
Europe;Finland;2008;5319,449;Total
Europe;Finland;2008;2607,73;Male
Europe;Finland;2008;2711,722;Female
Europe;Finland;2008;888,472;Rural
Europe;Finland;2008;4431,43;Urban
Europe;Finland;2009;5342,262;Total
Europe;Finland;2009;2620,321;Male
Europe;Finland;2009;2721,945;Female
Europe;Finland;2009;885,348;Rural
Europe;Finland;2009;4457,298;Urban
Europe;Finland;2010;5365,782;Total
Europe;Finland;2010;2633,331;Male
Europe;Finland;2010;2732,453;Female
Europe;Finland;2010;870,88;Rural
Europe;Finland;2010;4494,902;Urban
Europe;Finland;2011;5390,038;Total
Europe;Finland;2011;2646,767;Male
Europe;Finland;2011;2743,269;Female
Europe;Finland;2011;845,427;Rural
Europe;Finland;2011;4543,815;Urban
Europe;Finland;2012;5414,77;Total
Europe;Finland;2012;2660,498;Male
Europe;Finland;2012;2754,271;Female
Europe;Finland;2012;820,527;Rural
Europe;Finland;2012;4592,453;Urban
Europe;Finland;2013;5438,982;Total
Europe;Finland;2013;2673,979;Male
Europe;Finland;2013;2765,005;Female
Europe;Finland;2013;808,694;Rural
Europe;Finland;2013;4627,922;Urban
Europe;Finland;2014;5461,411;Total
Europe;Finland;2014;2686,518;Male
Europe;Finland;2014;2774,892;Female
Europe;Finland;2014;809,393;Rural
Europe;Finland;2014;4650,324;Urban
Europe;Finland;2015;5481,122;Total
Europe;Finland;2015;2697,615;Male
Europe;Finland;2015;2783,513;Female
Europe;Finland;2015;809,95;Rural
Europe;Finland;2015;4672,016;Urban
Europe;Finland;2016;5497,713;Total
Europe;Finland;2016;2707,044;Male
Europe;Finland;2016;2790,67;Female
Europe;Finland;2016;810,329;Rural
Europe;Finland;2016;4692,803;Urban
Europe;Finland;2017;5511,371;Total
Europe;Finland;2017;2714,913;Male
Europe;Finland;2017;2796,459;Female
Europe;Finland;2017;810,547;Rural
Europe;Finland;2017;4712,684;Urban
Europe;Finland;2018;5522,576;Total
Europe;Finland;2018;2721,488;Male
Europe;Finland;2018;2801,097;Female
Europe;Finland;2018;810,217;Rural
Europe;Finland;2018;4732,3;Urban
Europe;France;2000;59015,096;Total
Europe;France;2000;28625,445;Male
Europe;France;2000;30389,647;Female
Europe;France;2000;14382,604;Rural
Europe;France;2000;45225,597;Urban
Europe;France;2001;59384,132;Total
Europe;France;2001;28791,627;Male
Europe;France;2001;30592,499;Female
Europe;France;2001;14302,809;Rural
Europe;France;2001;45608,443;Urban
Europe;France;2002;59803,441;Total
Europe;France;2002;28981,336;Male
Europe;France;2002;30822,098;Female
Europe;France;2002;14224,922;Rural
Europe;France;2002;46000,154;Urban
Europe;France;2003;60251,588;Total
Europe;France;2003;29185,689;Male
Europe;France;2003;31065,902;Female
Europe;France;2003;14149,19;Rural
Europe;France;2003;46400,907;Urban
Europe;France;2004;60697,981;Total
Europe;France;2004;29391,805;Male
Europe;France;2004;31306,172;Female
Europe;France;2004;14075,407;Rural
Europe;France;2004;46811,2;Urban
Europe;France;2005;61120,127;Total
Europe;France;2005;29590,144;Male
Europe;France;2005;31529,984;Female
Europe;France;2005;14003,975;Rural
Europe;France;2005;47229,925;Urban
Europe;France;2006;61508,926;Total
Europe;France;2006;29776,778;Male
Europe;France;2006;31732,146;Female
Europe;France;2006;13934,413;Rural
Europe;France;2006;47658,471;Urban
Europe;France;2007;61869,227;Total
Europe;France;2007;29953,45;Male
Europe;France;2007;31915,779;Female
Europe;France;2007;13866,281;Rural
Europe;France;2007;48094,669;Urban
Europe;France;2008;62209,207;Total
Europe;France;2008;30122,923;Male
Europe;France;2008;32086,284;Female
Europe;France;2008;13794,705;Rural
Europe;France;2008;48534,862;Urban
Europe;France;2009;62542,9;Total
Europe;France;2009;30290,247;Male
Europe;France;2009;32252,636;Female
Europe;France;2009;13717,697;Rural
Europe;France;2009;48969,824;Urban
Europe;France;2010;62879,53;Total
Europe;France;2010;30458,539;Male
Europe;France;2010;32420,996;Female
Europe;France;2010;13633,442;Rural
