Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.64","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","12822","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","1.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","47570.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","5.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","44577.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","14478.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1927","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","1.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","13589.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4929.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","1.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","28604.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","14870","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","304","Groenland","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","8322.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","324","Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","2383.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","324","Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","19617.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1872.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","328","Guyana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","12193.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","328","Guyana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","332","Haïti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","3187.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","332","Haïti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.67","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","340","Honduras","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","5447.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","340","Honduras","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","8.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","29501.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","584","Îles Marshall","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4634.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","584","Îles Marshall","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","090","Îles Salomon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","2625.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","090","Îles Salomon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","356","Inde","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","356","Inde","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","6112.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","356","Inde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.76","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","360","Indonésie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","360","Indonésie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","10941.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","360","Indonésie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","364","Iran (République islamique d')","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","364","Iran (République islamique d')","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","15163.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","364","Iran (République islamique d')","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.93","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","368","Iraq","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","9976.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","368","Iraq","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-2.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","372","Irlande","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","372","Irlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","77749.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","372","Irlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","352","Islande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","55638.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","352","Islande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","376","Israël","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","6.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","376","Israël","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","39121.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","376","Israël","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.89","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","380","Italie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","5.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","380","Italie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","41581.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","380","Italie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","388","Jamaïque","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","9984.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","388","Jamaïque","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","392","Japon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","41444.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","392","Japon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","400","Jordanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","9629.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","400","Jordanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.45","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","398","Kazakhstan","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","398","Kazakhstan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","24863","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","398","Kazakhstan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","404","Kenya","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4312.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","404","Kenya","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","417","Kirghizistan","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","417","Kirghizistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","5046.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","417","Kirghizistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.38","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","296","Kiribati","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1962.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","296","Kiribati","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.88","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","414","Koweït","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","50007.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","414","Koweït","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","426","Lesotho","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","2571.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","426","Lesotho","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","428","Lettonie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","428","Lettonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","28673.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","428","Lettonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.46","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","422","Liban","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","17808.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","422","Liban","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","430","Libéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1533.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","430","Libéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","434","Libye","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","24212.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","434","Libye","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-2.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","33761.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.78","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","10.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","114986","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","15706.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1548.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","25935.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1454.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","18973.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.23","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","2153.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","43508.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","7921.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","22148.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","5259.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","20032.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","3522.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","11431.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.79","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","1.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","19682.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1287.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.93","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4312.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","10335.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","11746.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","3495.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","5915.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.05","X","Ciffre de sources internationales",""
